set_id,statement_id,participant_id,cb_version,repetition_times,truth_score,age,gender,edu_level,ethnicity
3,SET3_S08,P79,5,0,3,28,male,postgrad,
1,SET1_S04,P79,5,0,3,28,male,postgrad,
1,SET1_S05,P79,5,0,4,28,male,postgrad,
6,SET6_S07,P79,5,9,4,28,male,postgrad,
4,SET4_S03,P79,5,0,3,28,male,postgrad,
8,SET8_S07,P79,5,27,5,28,male,postgrad,
8,SET8_S01,P79,5,27,3,28,male,postgrad,
3,SET3_S04,P79,5,0,2,28,male,postgrad,
2,SET2_S01,P79,5,0,3,28,male,postgrad,
8,SET8_S06,P79,5,27,5,28,male,postgrad,
1,SET1_S03,P79,5,0,3,28,male,postgrad,
7,SET7_S02,P79,5,18,5,28,male,postgrad,
1,SET1_S08,P79,5,0,2,28,male,postgrad,
2,SET2_S05,P79,5,0,4,28,male,postgrad,
5,SET5_S02,P79,5,1,4,28,male,postgrad,
4,SET4_S08,P79,5,0,4,28,male,postgrad,
7,SET7_S05,P79,5,18,5,28,male,postgrad,
4,SET4_S06,P79,5,0,4,28,male,postgrad,
5,SET5_S07,P79,5,1,4,28,male,postgrad,
7,SET7_S08,P79,5,18,6,28,male,postgrad,
6,SET6_S01,P79,5,9,5,28,male,postgrad,
2,SET2_S06,P79,5,0,3,28,male,postgrad,
7,SET7_S04,P79,5,18,5,28,male,postgrad,
4,SET4_S05,P79,5,0,4,28,male,postgrad,
8,SET8_S08,P79,5,27,5,28,male,postgrad,
6,SET6_S03,P79,5,9,5,28,male,postgrad,
7,SET7_S03,P79,5,18,4,28,male,postgrad,
7,SET7_S01,P79,5,18,4,28,male,postgrad,
6,SET6_S05,P79,5,9,5,28,male,postgrad,
5,SET5_S05,P79,5,1,4,28,male,postgrad,
3,SET3_S06,P79,5,0,5,28,male,postgrad,
1,SET1_S01,P79,5,0,4,28,male,postgrad,
6,SET6_S06,P79,5,9,4,28,male,postgrad,
8,SET8_S05,P80,8,1,4,26,male,high_school,
2,SET2_S07,P80,8,18,5,26,male,high_school,
5,SET5_S08,P80,8,0,3,26,male,high_school,
5,SET5_S06,P80,8,0,4,26,male,high_school,
3,SET3_S08,P80,8,27,5,26,male,high_school,
4,SET4_S03,P80,8,0,2,26,male,high_school,
3,SET3_S07,P80,8,27,4,26,male,high_school,
1,SET1_S06,P80,8,9,5,26,male,high_school,
7,SET7_S08,P80,8,0,4,26,male,high_school,
4,SET4_S05,P80,8,0,5,26,male,high_school,
6,SET6_S05,P80,8,0,3,26,male,high_school,
6,SET6_S01,P80,8,0,3,26,male,high_school,
7,SET7_S05,P80,8,0,3,26,male,high_school,
6,SET6_S04,P80,8,0,3,26,male,high_school,
7,SET7_S04,P80,8,0,3,26,male,high_school,
1,SET1_S03,P80,8,9,5,26,male,high_school,
8,SET8_S04,P80,8,1,3,26,male,high_school,
8,SET8_S01,P80,8,1,5,26,male,high_school,
5,SET5_S01,P80,8,0,2,26,male,high_school,
2,SET2_S03,P80,8,18,4,26,male,high_school,
7,SET7_S02,P80,8,0,3,26,male,high_school,
5,SET5_S04,P80,8,0,5,26,male,high_school,
1,SET1_S02,P80,8,9,5,26,male,high_school,
3,SET3_S06,P80,8,27,3,26,male,high_school,
4,SET4_S02,P80,8,0,2,26,male,high_school,
5,SET5_S07,P80,8,0,4,26,male,high_school,
7,SET7_S06,P80,8,0,4,26,male,high_school,
2,SET2_S02,P80,8,18,5,26,male,high_school,
5,SET5_S03,P80,8,0,4,26,male,high_school,
4,SET4_S04,P80,8,0,5,26,male,high_school,
6,SET6_S02,P80,8,0,3,26,male,high_school,
2,SET2_S08,P80,8,18,6,26,male,high_school,
8,SET8_S08,P80,8,1,3,26,male,high_school,
1,SET1_S01,P80,8,9,4,26,male,high_school,
2,SET2_S06,P80,8,18,3,26,male,high_school,
3,SET3_S01,P80,8,27,5,26,male,high_school,
5,SET5_S05,P80,8,0,4,26,male,high_school,
3,SET3_S03,P80,8,27,5,26,male,high_school,
8,SET8_S07,P80,8,1,4,26,male,high_school,
6,SET6_S08,P80,8,0,3,26,male,high_school,
5,SET5_S02,P80,8,0,3,26,male,high_school,
3,SET3_S02,P80,8,27,3,26,male,high_school,
6,SET6_S06,P80,8,0,5,26,male,high_school,
4,SET4_S07,P80,8,0,3,26,male,high_school,
2,SET2_S01,P80,8,18,4,26,male,high_school,
7,SET7_S07,P80,8,0,5,26,male,high_school,
7,SET7_S03,P80,8,0,3,26,male,high_school,
4,SET4_S01,P80,8,0,3,26,male,high_school,
3,SET3_S05,P80,8,27,4,26,male,high_school,
8,SET8_S03,P80,8,1,4,26,male,high_school,
1,SET1_S07,P80,8,9,5,26,male,high_school,
1,SET1_S05,P80,8,9,5,26,male,high_school,
8,SET8_S02,P80,8,1,6,26,male,high_school,
1,SET1_S04,P80,8,9,3,26,male,high_school,
7,SET7_S01,P80,8,0,4,26,male,high_school,
2,SET2_S04,P80,8,18,4,26,male,high_school,
1,SET1_S08,P80,8,9,4,26,male,high_school,
4,SET4_S08,P80,8,0,3,26,male,high_school,
4,SET4_S06,P80,8,0,3,26,male,high_school,
6,SET6_S03,P80,8,0,5,26,male,high_school,
3,SET3_S04,P80,8,27,6,26,male,high_school,
8,SET8_S06,P80,8,1,4,26,male,high_school,
6,SET6_S07,P80,8,0,5,26,male,high_school,
2,SET2_S05,P80,8,18,3,26,male,high_school,
6,SET6_S05,P81,3,27,4,28,nonbinary,high_school,
7,SET7_S07,P81,3,0,2,28,nonbinary,high_school,
5,SET5_S01,P81,3,18,6,28,nonbinary,high_school,
8,SET8_S01,P81,3,0,3,28,nonbinary,high_school,
1,SET1_S07,P81,3,0,5,28,nonbinary,high_school,
3,SET3_S01,P81,3,1,3,28,nonbinary,high_school,
7,SET7_S03,P81,3,0,4,28,nonbinary,high_school,
5,SET5_S03,P81,3,18,4,28,nonbinary,high_school,
5,SET5_S04,P81,3,18,4,28,nonbinary,high_school,
7,SET7_S08,P81,3,0,4,28,nonbinary,high_school,
7,SET7_S02,P81,3,0,4,28,nonbinary,high_school,
2,SET2_S07,P81,3,0,3,28,nonbinary,high_school,
6,SET6_S01,P81,3,27,4,28,nonbinary,high_school,
3,SET3_S04,P81,3,1,3,28,nonbinary,high_school,
1,SET1_S04,P81,3,0,4,28,nonbinary,high_school,
7,SET7_S04,P81,3,0,3,28,nonbinary,high_school,
3,SET3_S03,P81,3,1,4,28,nonbinary,high_school,
4,SET4_S04,P81,3,9,5,28,nonbinary,high_school,
3,SET3_S02,P81,3,1,4,28,nonbinary,high_school,
6,SET6_S06,P81,3,27,4,28,nonbinary,high_school,
4,SET4_S02,P81,3,9,6,28,nonbinary,high_school,
1,SET1_S06,P81,3,0,3,28,nonbinary,high_school,
1,SET1_S01,P81,3,0,2,28,nonbinary,high_school,
1,SET1_S03,P81,3,0,3,28,nonbinary,high_school,
8,SET8_S05,P81,3,0,4,28,nonbinary,high_school,
2,SET2_S05,P81,3,0,3,28,nonbinary,high_school,
5,SET5_S08,P81,3,18,6,28,nonbinary,high_school,
4,SET4_S05,P81,3,9,4,28,nonbinary,high_school,
2,SET2_S06,P81,3,0,3,28,nonbinary,high_school,
8,SET8_S03,P81,3,0,3,28,nonbinary,high_school,
5,SET5_S02,P81,3,18,5,28,nonbinary,high_school,
6,SET6_S03,P81,3,27,5,28,nonbinary,high_school,
2,SET2_S01,P81,3,0,3,28,nonbinary,high_school,
3,SET3_S07,P81,3,1,4,28,nonbinary,high_school,
8,SET8_S07,P81,3,0,1,28,nonbinary,high_school,
5,SET5_S07,P81,3,18,5,28,nonbinary,high_school,
4,SET4_S06,P81,3,9,5,28,nonbinary,high_school,
4,SET4_S03,P81,3,9,3,28,nonbinary,high_school,
4,SET4_S07,P81,3,9,3,28,nonbinary,high_school,
5,SET5_S06,P81,3,18,4,28,nonbinary,high_school,
6,SET6_S08,P81,3,27,4,28,nonbinary,high_school,
8,SET8_S04,P81,3,0,4,28,nonbinary,high_school,
6,SET6_S04,P81,3,27,5,28,nonbinary,high_school,
7,SET7_S05,P81,3,0,4,28,nonbinary,high_school,
3,SET3_S06,P81,3,1,2,28,nonbinary,high_school,
7,SET7_S06,P81,3,0,3,28,nonbinary,high_school,
8,SET8_S08,P81,3,0,3,28,nonbinary,high_school,
2,SET2_S02,P81,3,0,3,28,nonbinary,high_school,
4,SET4_S01,P81,3,9,4,28,nonbinary,high_school,
6,SET6_S02,P81,3,27,4,28,nonbinary,high_school,
2,SET2_S03,P81,3,0,4,28,nonbinary,high_school,
8,SET8_S06,P81,3,0,4,28,nonbinary,high_school,
1,SET1_S05,P81,3,0,4,28,nonbinary,high_school,
1,SET1_S02,P81,3,0,4,28,nonbinary,high_school,
4,SET4_S08,P81,3,9,6,28,nonbinary,high_school,
5,SET5_S05,P81,3,18,6,28,nonbinary,high_school,
6,SET6_S07,P81,3,27,5,28,nonbinary,high_school,
1,SET1_S08,P81,3,0,3,28,nonbinary,high_school,
2,SET2_S04,P81,3,0,5,28,nonbinary,high_school,
8,SET8_S02,P81,3,0,5,28,nonbinary,high_school,
3,SET3_S05,P81,3,1,3,28,nonbinary,high_school,
2,SET2_S08,P81,3,0,5,28,nonbinary,high_school,
7,SET7_S01,P81,3,0,4,28,nonbinary,high_school,
3,SET3_S08,P81,3,1,3,28,nonbinary,high_school,
6,SET6_S05,P82,6,1,5,34,male,some_college,
2,SET2_S03,P82,6,0,3,34,male,some_college,
1,SET1_S03,P82,6,27,6,34,male,some_college,
7,SET7_S05,P82,6,9,3,34,male,some_college,
4,SET4_S08,P82,6,0,3,34,male,some_college,
8,SET8_S04,P82,6,18,5,34,male,some_college,
3,SET3_S01,P82,6,0,3,34,male,some_college,
1,SET1_S02,P82,6,27,4,34,male,some_college,
3,SET3_S05,P82,6,0,3,34,male,some_college,
6,SET6_S07,P82,6,1,5,34,male,some_college,
4,SET4_S05,P82,6,0,5,34,male,some_college,
6,SET6_S03,P82,6,1,4,34,male,some_college,
6,SET6_S06,P82,6,1,3,34,male,some_college,
5,SET5_S05,P82,6,0,5,34,male,some_college,
8,SET8_S03,P82,6,18,4,34,male,some_college,
8,SET8_S06,P82,6,18,3,34,male,some_college,
4,SET4_S04,P82,6,0,2,34,male,some_college,
2,SET2_S02,P82,6,0,4,34,male,some_college,
8,SET8_S05,P82,6,18,5,34,male,some_college,
5,SET5_S03,P82,6,0,5,34,male,some_college,
3,SET3_S07,P82,6,0,4,34,male,some_college,
5,SET5_S07,P82,6,0,4,34,male,some_college,
4,SET4_S01,P82,6,0,3,34,male,some_college,
1,SET1_S05,P82,6,27,6,34,male,some_college,
1,SET1_S08,P82,6,27,6,34,male,some_college,
7,SET7_S02,P82,6,9,6,34,male,some_college,
4,SET4_S06,P82,6,0,3,34,male,some_college,
3,SET3_S02,P82,6,0,4,34,male,some_college,
3,SET3_S06,P82,6,0,3,34,male,some_college,
2,SET2_S04,P82,6,0,3,34,male,some_college,
2,SET2_S01,P82,6,0,3,34,male,some_college,
5,SET5_S01,P82,6,0,3,34,male,some_college,
5,SET5_S08,P82,6,0,4,34,male,some_college,
3,SET3_S04,P82,6,0,5,34,male,some_college,
7,SET7_S04,P82,6,9,4,34,male,some_college,
2,SET2_S05,P82,6,0,5,34,male,some_college,
7,SET7_S03,P82,6,9,4,34,male,some_college,
5,SET5_S04,P82,6,0,2,34,male,some_college,
7,SET7_S08,P82,6,9,4,34,male,some_college,
4,SET4_S03,P82,6,0,5,34,male,some_college,
8,SET8_S01,P82,6,18,5,34,male,some_college,
4,SET4_S07,P82,6,0,4,34,male,some_college,
1,SET1_S01,P82,6,27,6,34,male,some_college,
6,SET6_S08,P82,6,1,3,34,male,some_college,
7,SET7_S06,P82,6,9,4,34,male,some_college,
5,SET5_S02,P82,6,0,2,34,male,some_college,
1,SET1_S06,P82,6,27,6,34,male,some_college,
7,SET7_S07,P82,6,9,5,34,male,some_college,
5,SET5_S06,P82,6,0,4,34,male,some_college,
8,SET8_S02,P82,6,18,4,34,male,some_college,
2,SET2_S08,P82,6,0,2,34,male,some_college,
2,SET2_S06,P82,6,0,2,34,male,some_college,
1,SET1_S04,P82,6,27,4,34,male,some_college,
8,SET8_S07,P82,6,18,6,34,male,some_college,
8,SET8_S08,P82,6,18,6,34,male,some_college,
7,SET7_S01,P82,6,9,4,34,male,some_college,
6,SET6_S01,P82,6,1,5,34,male,some_college,
6,SET6_S04,P82,6,1,4,34,male,some_college,
3,SET3_S03,P82,6,0,4,34,male,some_college,
4,SET4_S02,P82,6,0,3,34,male,some_college,
3,SET3_S08,P82,6,0,4,34,male,some_college,
6,SET6_S02,P82,6,1,3,34,male,some_college,
1,SET1_S07,P82,6,27,6,34,male,some_college,
2,SET2_S07,P82,6,0,3,34,male,some_college,
8,SET8_S01,P83,7,9,4,30,male,high_school,
6,SET6_S05,P83,7,0,3,30,male,high_school,
3,SET3_S06,P83,7,0,3,30,male,high_school,
4,SET4_S02,P83,7,0,4,30,male,high_school,
8,SET8_S04,P83,7,9,6,30,male,high_school,
2,SET2_S07,P83,7,27,6,30,male,high_school,
6,SET6_S08,P83,7,0,5,30,male,high_school,
3,SET3_S04,P83,7,0,3,30,male,high_school,
5,SET5_S08,P83,7,0,3,30,male,high_school,
7,SET7_S07,P83,7,1,3,30,male,high_school,
2,SET2_S01,P83,7,27,6,30,male,high_school,
5,SET5_S05,P83,7,0,4,30,male,high_school,
2,SET2_S05,P83,7,27,4,30,male,high_school,
2,SET2_S03,P83,7,27,6,30,male,high_school,
7,SET7_S08,P83,7,1,3,30,male,high_school,
3,SET3_S03,P83,7,0,4,30,male,high_school,
7,SET7_S05,P83,7,1,4,30,male,high_school,
7,SET7_S06,P83,7,1,5,30,male,high_school,
3,SET3_S08,P83,7,0,4,30,male,high_school,
2,SET2_S06,P83,7,27,3,30,male,high_school,
5,SET5_S03,P83,7,0,4,30,male,high_school,
6,SET6_S06,P83,7,0,5,30,male,high_school,
4,SET4_S06,P83,7,0,4,30,male,high_school,
2,SET2_S02,P83,7,27,5,30,male,high_school,
5,SET5_S01,P83,7,0,3,30,male,high_school,
8,SET8_S05,P83,7,9,5,30,male,high_school,
8,SET8_S06,P83,7,9,4,30,male,high_school,
4,SET4_S05,P83,7,0,4,30,male,high_school,
7,SET7_S03,P83,7,1,4,30,male,high_school,
1,SET1_S05,P83,7,18,5,30,male,high_school,
3,SET3_S07,P83,7,0,5,30,male,high_school,
8,SET8_S03,P83,7,9,5,30,male,high_school,
4,SET4_S07,P83,7,0,4,30,male,high_school,
4,SET4_S03,P83,7,0,3,30,male,high_school,
5,SET5_S07,P83,7,0,4,30,male,high_school,
5,SET5_S06,P83,7,0,3,30,male,high_school,
4,SET4_S01,P83,7,0,3,30,male,high_school,
1,SET1_S01,P83,7,18,4,30,male,high_school,
1,SET1_S07,P83,7,18,4,30,male,high_school,
5,SET5_S04,P83,7,0,2,30,male,high_school,
4,SET4_S04,P83,7,0,3,30,male,high_school,
5,SET5_S02,P83,7,0,4,30,male,high_school,
2,SET2_S08,P83,7,27,4,30,male,high_school,
6,SET6_S04,P83,7,0,4,30,male,high_school,
8,SET8_S02,P83,7,9,6,30,male,high_school,
4,SET4_S08,P83,7,0,5,30,male,high_school,
1,SET1_S08,P83,7,18,6,30,male,high_school,
6,SET6_S03,P83,7,0,4,30,male,high_school,
1,SET1_S04,P83,7,18,6,30,male,high_school,
3,SET3_S02,P83,7,0,3,30,male,high_school,
7,SET7_S04,P83,7,1,4,30,male,high_school,
3,SET3_S01,P83,7,0,1,30,male,high_school,
3,SET3_S05,P83,7,0,5,30,male,high_school,
1,SET1_S02,P83,7,18,6,30,male,high_school,
8,SET8_S07,P83,7,9,4,30,male,high_school,
1,SET1_S06,P83,7,18,4,30,male,high_school,
7,SET7_S01,P83,7,1,4,30,male,high_school,
6,SET6_S02,P83,7,0,4,30,male,high_school,
1,SET1_S03,P83,7,18,6,30,male,high_school,
8,SET8_S08,P83,7,9,3,30,male,high_school,
6,SET6_S07,P83,7,0,4,30,male,high_school,
6,SET6_S01,P83,7,0,3,30,male,high_school,
7,SET7_S02,P83,7,1,4,30,male,high_school,
2,SET2_S04,P83,7,27,5,30,male,high_school,
4,SET4_S06,P84,4,1,5,32,female,some_college,
6,SET6_S02,P84,4,18,4,32,female,some_college,
1,SET1_S01,P84,4,0,5,32,female,some_college,
6,SET6_S03,P84,4,18,4,32,female,some_college,
3,SET3_S01,P84,4,0,3,32,female,some_college,
2,SET2_S02,P84,4,0,4,32,female,some_college,
1,SET1_S04,P84,4,0,4,32,female,some_college,
5,SET5_S06,P84,4,9,4,32,female,some_college,
5,SET5_S05,P84,4,9,5,32,female,some_college,
2,SET2_S01,P84,4,0,3,32,female,some_college,
5,SET5_S07,P84,4,9,6,32,female,some_college,
1,SET1_S08,P84,4,0,4,32,female,some_college,
6,SET6_S05,P84,4,18,5,32,female,some_college,
5,SET5_S08,P84,4,9,4,32,female,some_college,
1,SET1_S06,P84,4,0,3,32,female,some_college,
6,SET6_S06,P84,4,18,6,32,female,some_college,
7,SET7_S05,P84,4,27,4,32,female,some_college,
8,SET8_S02,P84,4,0,4,32,female,some_college,
8,SET8_S08,P84,4,0,3,32,female,some_college,
1,SET1_S07,P84,4,0,3,32,female,some_college,
2,SET2_S08,P84,4,0,4,32,female,some_college,
2,SET2_S07,P84,4,0,4,32,female,some_college,
3,SET3_S08,P84,4,0,5,32,female,some_college,
5,SET5_S03,P84,4,9,4,32,female,some_college,
6,SET6_S08,P84,4,18,5,32,female,some_college,
5,SET5_S04,P84,4,9,4,32,female,some_college,
6,SET6_S04,P84,4,18,5,32,female,some_college,
4,SET4_S08,P84,4,1,5,32,female,some_college,
3,SET3_S05,P84,4,0,5,32,female,some_college,
4,SET4_S04,P84,4,1,5,32,female,some_college,
3,SET3_S06,P84,4,0,4,32,female,some_college,
7,SET7_S02,P84,4,27,4,32,female,some_college,
3,SET3_S04,P84,4,0,4,32,female,some_college,
2,SET2_S04,P84,4,0,4,32,female,some_college,
5,SET5_S01,P84,4,9,6,32,female,some_college,
5,SET5_S02,P84,4,9,6,32,female,some_college,
7,SET7_S03,P84,4,27,5,32,female,some_college,
8,SET8_S04,P84,4,0,2,32,female,some_college,
1,SET1_S02,P84,4,0,5,32,female,some_college,
4,SET4_S03,P84,4,1,5,32,female,some_college,
2,SET2_S03,P84,4,0,3,32,female,some_college,
8,SET8_S05,P84,4,0,4,32,female,some_college,
8,SET8_S01,P84,4,0,4,32,female,some_college,
7,SET7_S01,P84,4,27,6,32,female,some_college,
1,SET1_S05,P84,4,0,2,32,female,some_college,
6,SET6_S07,P84,4,18,4,32,female,some_college,
1,SET1_S03,P84,4,0,5,32,female,some_college,
7,SET7_S08,P84,4,27,5,32,female,some_college,
3,SET3_S07,P84,4,0,5,32,female,some_college,
2,SET2_S06,P84,4,0,3,32,female,some_college,
3,SET3_S02,P84,4,0,5,32,female,some_college,
8,SET8_S06,P84,4,0,5,32,female,some_college,
8,SET8_S07,P84,4,0,2,32,female,some_college,
6,SET6_S01,P84,4,18,4,32,female,some_college,
3,SET3_S03,P84,4,0,4,32,female,some_college,
4,SET4_S05,P84,4,1,3,32,female,some_college,
7,SET7_S04,P84,4,27,5,32,female,some_college,
7,SET7_S06,P84,4,27,6,32,female,some_college,
4,SET4_S07,P84,4,1,4,32,female,some_college,
2,SET2_S05,P84,4,0,4,32,female,some_college,
4,SET4_S01,P84,4,1,4,32,female,some_college,
8,SET8_S03,P84,4,0,4,32,female,some_college,
7,SET7_S07,P84,4,27,4,32,female,some_college,
4,SET4_S02,P84,4,1,5,32,female,some_college,
6,SET6_S05,P85,8,0,3,27,female,postgrad,
5,SET5_S07,P85,8,0,3,27,female,postgrad,
7,SET7_S03,P85,8,0,1,27,female,postgrad,
7,SET7_S06,P85,8,0,2,27,female,postgrad,
5,SET5_S01,P85,8,0,2,27,female,postgrad,
3,SET3_S01,P85,8,27,5,27,female,postgrad,
1,SET1_S02,P85,8,9,4,27,female,postgrad,
5,SET5_S03,P85,8,0,3,27,female,postgrad,
7,SET7_S08,P85,8,0,4,27,female,postgrad,
1,SET1_S05,P85,8,9,5,27,female,postgrad,
1,SET1_S01,P85,8,9,5,27,female,postgrad,
6,SET6_S02,P85,8,0,4,27,female,postgrad,
5,SET5_S06,P85,8,0,3,27,female,postgrad,
8,SET8_S03,P85,8,1,4,27,female,postgrad,
4,SET4_S02,P85,8,0,2,27,female,postgrad,
1,SET1_S06,P85,8,9,5,27,female,postgrad,
6,SET6_S03,P85,8,0,4,27,female,postgrad,
3,SET3_S06,P85,8,27,6,27,female,postgrad,
2,SET2_S01,P85,8,18,4,27,female,postgrad,
6,SET6_S04,P85,8,0,4,27,female,postgrad,
6,SET6_S06,P85,8,0,1,27,female,postgrad,
3,SET3_S04,P85,8,27,4,27,female,postgrad,
2,SET2_S04,P85,8,18,4,27,female,postgrad,
2,SET2_S02,P85,8,18,6,27,female,postgrad,
3,SET3_S08,P85,8,27,5,27,female,postgrad,
6,SET6_S07,P85,8,0,4,27,female,postgrad,
3,SET3_S05,P85,8,27,5,27,female,postgrad,
7,SET7_S07,P85,8,0,4,27,female,postgrad,
4,SET4_S01,P85,8,0,5,27,female,postgrad,
8,SET8_S07,P85,8,1,2,27,female,postgrad,
8,SET8_S06,P85,8,1,4,27,female,postgrad,
6,SET6_S01,P85,8,0,5,27,female,postgrad,
4,SET4_S08,P85,8,0,2,27,female,postgrad,
4,SET4_S07,P85,8,0,4,27,female,postgrad,
3,SET3_S02,P85,8,27,4,27,female,postgrad,
7,SET7_S02,P85,8,0,4,27,female,postgrad,
5,SET5_S04,P85,8,0,3,27,female,postgrad,
7,SET7_S01,P85,8,0,5,27,female,postgrad,
5,SET5_S05,P85,8,0,3,27,female,postgrad,
3,SET3_S07,P85,8,27,6,27,female,postgrad,
8,SET8_S01,P85,8,1,5,27,female,postgrad,
1,SET1_S07,P85,8,9,4,27,female,postgrad,
8,SET8_S04,P85,8,1,5,27,female,postgrad,
1,SET1_S03,P85,8,9,4,27,female,postgrad,
8,SET8_S05,P85,8,1,4,27,female,postgrad,
4,SET4_S03,P85,8,0,3,27,female,postgrad,
2,SET2_S08,P85,8,18,6,27,female,postgrad,
8,SET8_S02,P85,8,1,5,27,female,postgrad,
2,SET2_S06,P85,8,18,5,27,female,postgrad,
4,SET4_S04,P85,8,0,3,27,female,postgrad,
6,SET6_S08,P85,8,0,2,27,female,postgrad,
2,SET2_S07,P85,8,18,5,27,female,postgrad,
4,SET4_S06,P85,8,0,3,27,female,postgrad,
2,SET2_S03,P85,8,18,3,27,female,postgrad,
3,SET3_S03,P85,8,27,4,27,female,postgrad,
1,SET1_S08,P85,8,9,6,27,female,postgrad,
7,SET7_S05,P85,8,0,3,27,female,postgrad,
7,SET7_S04,P85,8,0,5,27,female,postgrad,
5,SET5_S02,P85,8,0,3,27,female,postgrad,
5,SET5_S08,P85,8,0,5,27,female,postgrad,
1,SET1_S04,P85,8,9,6,27,female,postgrad,
4,SET4_S05,P85,8,0,3,27,female,postgrad,
2,SET2_S05,P85,8,18,3,27,female,postgrad,
8,SET8_S08,P85,8,1,3,27,female,postgrad,
1,SET1_S04,P86,6,27,5,22,female,postgrad,
3,SET3_S04,P86,6,0,3,22,female,postgrad,
3,SET3_S01,P86,6,0,5,22,female,postgrad,
6,SET6_S01,P86,6,1,4,22,female,postgrad,
2,SET2_S04,P86,6,0,4,22,female,postgrad,
7,SET7_S05,P86,6,9,6,22,female,postgrad,
1,SET1_S05,P86,6,27,5,22,female,postgrad,
1,SET1_S01,P86,6,27,5,22,female,postgrad,
1,SET1_S07,P86,6,27,3,22,female,postgrad,
2,SET2_S06,P86,6,0,4,22,female,postgrad,
7,SET7_S04,P86,6,9,5,22,female,postgrad,
5,SET5_S01,P86,6,0,4,22,female,postgrad,
1,SET1_S02,P86,6,27,5,22,female,postgrad,
5,SET5_S08,P86,6,0,3,22,female,postgrad,
8,SET8_S02,P86,6,18,6,22,female,postgrad,
8,SET8_S04,P86,6,18,5,22,female,postgrad,
8,SET8_S03,P86,6,18,4,22,female,postgrad,
4,SET4_S06,P86,6,0,5,22,female,postgrad,
8,SET8_S06,P86,6,18,3,22,female,postgrad,
4,SET4_S08,P86,6,0,4,22,female,postgrad,
7,SET7_S01,P86,6,9,6,22,female,postgrad,
1,SET1_S08,P86,6,27,4,22,female,postgrad,
6,SET6_S07,P86,6,1,4,22,female,postgrad,
5,SET5_S04,P86,6,0,3,22,female,postgrad,
2,SET2_S08,P86,6,0,3,22,female,postgrad,
6,SET6_S04,P86,6,1,6,22,female,postgrad,
4,SET4_S03,P86,6,0,3,22,female,postgrad,
1,SET1_S06,P86,6,27,5,22,female,postgrad,
6,SET6_S02,P86,6,1,6,22,female,postgrad,
3,SET3_S06,P86,6,0,3,22,female,postgrad,
5,SET5_S03,P86,6,0,3,22,female,postgrad,
4,SET4_S02,P86,6,0,4,22,female,postgrad,
6,SET6_S08,P86,6,1,5,22,female,postgrad,
2,SET2_S07,P86,6,0,3,22,female,postgrad,
6,SET6_S05,P86,6,1,5,22,female,postgrad,
2,SET2_S05,P86,6,0,2,22,female,postgrad,
7,SET7_S02,P86,6,9,4,22,female,postgrad,
8,SET8_S01,P86,6,18,4,22,female,postgrad,
8,SET8_S05,P86,6,18,5,22,female,postgrad,
8,SET8_S08,P86,6,18,5,22,female,postgrad,
2,SET2_S01,P86,6,0,3,22,female,postgrad,
5,SET5_S02,P86,6,0,4,22,female,postgrad,
2,SET2_S02,P86,6,0,4,22,female,postgrad,
4,SET4_S07,P86,6,0,3,22,female,postgrad,
1,SET1_S03,P86,6,27,4,22,female,postgrad,
5,SET5_S06,P86,6,0,4,22,female,postgrad,
4,SET4_S05,P86,6,0,5,22,female,postgrad,
2,SET2_S03,P86,6,0,4,22,female,postgrad,
3,SET3_S05,P86,6,0,3,22,female,postgrad,
6,SET6_S06,P86,6,1,3,22,female,postgrad,
3,SET3_S07,P86,6,0,5,22,female,postgrad,
8,SET8_S07,P86,6,18,6,22,female,postgrad,
3,SET3_S02,P86,6,0,4,22,female,postgrad,
3,SET3_S08,P86,6,0,5,22,female,postgrad,
3,SET3_S03,P86,6,0,4,22,female,postgrad,
4,SET4_S01,P86,6,0,3,22,female,postgrad,
4,SET4_S04,P86,6,0,4,22,female,postgrad,
7,SET7_S07,P86,6,9,4,22,female,postgrad,
7,SET7_S08,P86,6,9,4,22,female,postgrad,
6,SET6_S03,P86,6,1,5,22,female,postgrad,
5,SET5_S05,P86,6,0,4,22,female,postgrad,
7,SET7_S06,P86,6,9,4,22,female,postgrad,
5,SET5_S07,P86,6,0,3,22,female,postgrad,
7,SET7_S03,P86,6,9,4,22,female,postgrad,
5,SET5_S02,P87,2,27,4,25,female,high_school,
7,SET7_S01,P87,2,0,4,25,female,high_school,
1,SET1_S01,P87,2,0,4,25,female,high_school,
1,SET1_S03,P87,2,0,4,25,female,high_school,
6,SET6_S08,P87,2,0,3,25,female,high_school,
4,SET4_S01,P87,2,18,5,25,female,high_school,
2,SET2_S08,P87,2,1,3,25,female,high_school,
5,SET5_S04,P87,2,27,5,25,female,high_school,
7,SET7_S05,P87,2,0,4,25,female,high_school,
3,SET3_S06,P87,2,9,4,25,female,high_school,
7,SET7_S06,P87,2,0,5,25,female,high_school,
4,SET4_S04,P87,2,18,3,25,female,high_school,
4,SET4_S05,P87,2,18,5,25,female,high_school,
3,SET3_S05,P87,2,9,4,25,female,high_school,
1,SET1_S04,P87,2,0,5,25,female,high_school,
2,SET2_S05,P87,2,1,5,25,female,high_school,
2,SET2_S02,P87,2,1,4,25,female,high_school,
2,SET2_S03,P87,2,1,4,25,female,high_school,
6,SET6_S03,P87,2,0,5,25,female,high_school,
4,SET4_S08,P87,2,18,4,25,female,high_school,
